"Time (s) Run #1";"Current (A) Run #1";"Temperature (°C) Run #1";"ΔT (°C) Run #1";"ΔE₁ (J) Run #1";"ΔE (J) Run #1"
664,500;-0,109;27,00;2,99;0,01;765,58
664,600;-0,115;27,04;3,02;0,01;765,59
664,700;0,182;27,04;3,02;0,03;765,62
664,800;0,103;27,04;3,02;0,01;765,64
664,900;0,294;27,04;3,02;0,09;765,72
665,000;0,419;27,04;3,02;0,18;765,90
665,100;0,458;27,04;3,02;0,21;766,11
665,200;0,137;27,05;3,04;0,02;766,13
665,300;0,291;27,02;3,01;0,08;766,21
665,400;0,380;27,04;3,02;0,14;766,35
665,500;0,465;27,05;3,04;0,22;766,57
665,600;0,303;27,01;3,00;0,09;766,66
665,700;0,193;27,04;3,02;0,04;766,70
665,800;0,404;27,02;3,01;0,16;766,86
665,900;0,485;27,04;3,02;0,24;767,10
666,000;0,373;27,04;3,02;0,14;767,24
666,100;0,239;27,05;3,04;0,06;767,29
666,200;0,456;27,04;3,02;0,21;767,50
666,300;0,485;27,04;3,02;0,24;767,74
666,400;0,256;27,06;3,05;0,07;767,80
666,500;0,332;27,04;3,02;0,11;767,91
666,600;0,444;27,04;3,02;0,20;768,11
666,700;0,465;27,04;3,02;0,22;768,33
666,800;0,265;27,05;3,04;0,07;768,40
666,900;0,411;27,04;3,02;0,17;768,57
667,000;0,478;27,05;3,04;0,23;768,80
667,100;0,353;27,04;3,02;0,12;768,92
667,200;0,272;27,04;3,02;0,07;768,99
667,300;0,416;27,04;3,02;0,17;769,17
667,400;0,519;27,04;3,02;0,27;769,44
667,500;0,211;27,05;3,04;0,04;769,48
667,600;0,226;27,04;3,02;0,05;769,53
667,700;0,308;27,07;3,06;0,09;769,63
667,800;0,482;27,04;3,02;0,23;769,86
667,900;0,303;27,04;3,02;0,09;769,95
668,000;0,205;27,05;3,04;0,04;769,99
668,100;0,334;27,04;3,02;0,11;770,11
668,200;0,499;27,06;3,05;0,25;770,35
668,300;0,356;27,05;3,04;0,13;770,48
668,400;0,161;27,04;3,02;0,03;770,51
668,500;0,142;27,05;3,04;0,02;770,53
668,600;0,020;27,05;3,04;4,04E-4;770,53
668,700;0,260;27,04;3,02;0,07;770,59
668,800;0,336;27,06;3,05;0,11;770,71
668,900;0,262;27,04;3,02;0,07;770,78
669,000;0,050;27,06;3,05;0,00;770,78
669,100;-3,140E-5;27,06;3,05;9,86E-10;770,78
669,200;-3,140E-5;27,04;3,02;9,86E-10;770,78
669,300;-6,281E-5;27,04;3,02;3,94E-9;770,78
669,400;0,000;27,06;3,05;0,00;770,78
669,500;-9,421E-5;27,06;3,05;8,88E-9;770,78
669,600;-2,198E-4;27,06;3,05;4,83E-8;770,78
669,700;-9,421E-5;27,06;3,05;8,88E-9;770,78
669,800;-2,826E-4;27,06;3,05;7,99E-8;770,78
669,900;0,033;27,07;3,06;0,00;770,78
670,000;0,041;27,06;3,05;0,00;770,78
670,100;-9,421E-5;27,06;3,05;8,88E-9;770,78
670,200;0,010;27,06;3,05;1,08E-4;770,78
670,300;0,321;27,06;3,05;0,10;770,88
670,400;0,392;27,05;3,04;0,15;771,04
670,500;0,402;27,05;3,04;0,16;771,20
670,600;0,297;27,07;3,06;0,09;771,29
670,700;0,343;27,07;3,06;0,12;771,41
670,800;0,492;27,06;3,05;0,24;771,65
670,900;0,457;27,05;3,04;0,21;771,86
671,000;0,284;27,05;3,04;0,08;771,94
671,100;0,416;27,05;3,04;0,17;772,11
671,200;0,435;27,07;3,06;0,19;772,30
671,300;0,423;27,06;3,05;0,18;772,48
671,400;0,398;27,07;3,06;0,16;772,64
671,500;0,448;27,05;3,04;0,20;772,84
671,600;0,440;27,06;3,05;0,19;773,03
671,700;0,308;27,07;3,06;0,09;773,13
671,800;0,416;27,06;3,05;0,17;773,30
671,900;0,430;27,05;3,04;0,19;773,48
672,000;0,400;27,08;3,07;0,16;773,64
672,100;0,411;27,06;3,05;0,17;773,81
672,200;0,411;27,06;3,05;0,17;773,98
672,300;0,412;27,08;3,07;0,17;774,15
672,400;0,336;27,07;3,06;0,11;774,27
672,500;0,413;27,07;3,06;0,17;774,44
672,600;0,399;27,08;3,07;0,16;774,60
672,700;0,405;27,07;3,06;0,16;774,76
672,800;0,386;27,06;3,05;0,15;774,91
672,900;0,429;27,08;3,07;0,18;775,09
673,000;0,382;27,07;3,06;0,15;775,24
673,100;0,327;27,06;3,05;0,11;775,35
673,200;0,404;27,07;3,06;0,16;775,51
673,300;0,413;27,06;3,05;0,17;775,68
673,400;0,411;27,07;3,06;0,17;775,85
673,500;0,367;27,06;3,05;0,13;775,98
673,600;0,461;27,06;3,05;0,21;776,20
673,700;0,384;27,07;3,06;0,15;776,34
673,800;0,385;27,06;3,05;0,15;776,49
673,900;0,398;27,09;3,08;0,16;776,65
674,000;0,403;27,09;3,08;0,16;776,81
674,100;0,425;27,08;3,07;0,18;776,99
674,200;0,349;27,09;3,08;0,12;777,11
674,300;0,439;27,07;3,06;0,19;777,31
674,400;0,355;27,09;3,08;0,13;777,43
674,500;0,415;27,06;3,05;0,17;777,61
674,600;0,415;27,08;3,07;0,17;777,78
674,700;0,414;27,08;3,07;0,17;777,95
674,800;0,415;27,09;3,08;0,17;778,12
674,900;0,295;27,07;3,06;0,09;778,21
675,000;0,424;27,09;3,08;0,18;778,39
675,100;0,366;27,09;3,08;0,13;778,52
675,200;0,435;27,08;3,07;0,19;778,71
675,300;0,422;27,06;3,05;0,18;778,89
675,400;0,389;27,07;3,06;0,15;779,04
675,500;0,364;27,08;3,07;0,13;779,17
675,600;0,373;27,08;3,07;0,14;779,31
675,700;0,398;27,09;3,08;0,16;779,47
675,800;0,436;27,08;3,07;0,19;779,66
675,900;0,461;27,09;3,08;0,21;779,87
676,000;0,332;27,09;3,08;0,11;779,98
676,100;0,447;27,08;3,07;0,20;780,18
676,200;0,339;27,09;3,08;0,11;780,30
676,300;0,396;27,09;3,08;0,16;780,46
676,400;0,377;27,06;3,05;0,14;780,60
676,500;0,491;27,10;3,09;0,24;780,84
676,600;0,410;27,06;3,05;0,17;781,01
676,700;0,347;27,09;3,08;0,12;781,13
676,800;0,434;27,09;3,08;0,19;781,32
676,900;0,274;27,08;3,07;0,08;781,39
677,000;0,453;27,09;3,08;0,20;781,60
677,100;0,400;27,08;3,07;0,16;781,76
677,200;0,469;27,08;3,07;0,22;781,98
677,300;0,394;27,08;3,07;0,16;782,13
677,400;0,276;27,08;3,07;0,08;782,21
677,500;0,402;27,09;3,08;0,16;782,37
677,600;0,396;27,09;3,08;0,16;782,53
677,700;0,376;27,09;3,08;0,14;782,67
677,800;0,273;27,08;3,07;0,07;782,74
677,900;0,420;27,09;3,08;0,18;782,92
678,000;0,359;27,09;3,08;0,13;783,05
678,100;0,432;27,09;3,08;0,19;783,23
678,200;0,288;27,09;3,08;0,08;783,32
678,300;0,473;27,10;3,09;0,22;783,54
678,400;0,296;27,09;3,08;0,09;783,63
678,500;0,441;27,10;3,09;0,19;783,82
678,600;0,364;27,10;3,09;0,13;783,96
678,700;0,462;27,09;3,08;0,21;784,17
678,800;0,335;27,09;3,08;0,11;784,28
678,900;0,349;27,10;3,09;0,12;784,40
679,000;0,423;27,12;3,11;0,18;784,58
679,100;0,365;27,09;3,08;0,13;784,72
679,200;0,378;27,10;3,09;0,14;784,86
679,300;0,300;27,09;3,08;0,09;784,95
679,400;0,431;27,10;3,09;0,19;785,13
679,500;0,379;27,11;3,10;0,14;785,28
679,600;0,415;27,10;3,09;0,17;785,45
679,700;0,299;27,09;3,08;0,09;785,54
679,800;0,502;27,08;3,07;0,25;785,79
679,900;0,254;27,09;3,08;0,06;785,86
680,000;0,434;27,09;3,08;0,19;786,05
680,100;0,323;27,08;3,07;0,10;786,15
680,200;0,476;27,10;3,09;0,23;786,38
680,300;0,354;27,09;3,08;0,13;786,50
680,400;0,334;27,11;3,10;0,11;786,61
680,500;0,466;27,09;3,08;0,22;786,83
680,600;0,371;27,12;3,11;0,14;786,97
680,700;0,439;27,11;3,10;0,19;787,16
680,800;0,294;27,10;3,09;0,09;787,25
680,900;0,432;27,10;3,09;0,19;787,43
681,000;0,303;27,11;3,10;0,09;787,53
681,100;0,446;27,10;3,09;0,20;787,72
681,200;0,314;27,11;3,10;0,10;787,82
681,300;0,487;27,09;3,08;0,24;788,06
681,400;0,388;27,09;3,08;0,15;788,21
681,500;0,342;27,12;3,11;0,12;788,33
681,600;0,419;27,12;3,11;0,18;788,50
681,700;0,387;27,12;3,11;0,15;788,65
681,800;0,419;27,11;3,10;0,18;788,83
681,900;0,285;27,10;3,09;0,08;788,91
682,000;0,460;27,10;3,09;0,21;789,12
682,100;0,370;27,10;3,09;0,14;789,26
682,200;0,308;27,09;3,08;0,09;789,35
682,300;0,233;27,11;3,10;0,05;789,41
682,400;0,436;27,10;3,09;0,19;789,60
682,500;0,314;27,11;3,10;0,10;789,70
682,600;0,381;27,10;3,09;0,15;789,84
682,700;0,292;27,13;3,12;0,09;789,93
682,800;0,488;27,09;3,08;0,24;790,16
682,900;0,317;27,11;3,10;0,10;790,26
683,000;0,399;27,13;3,12;0,16;790,42
683,100;0,344;27,11;3,10;0,12;790,54
683,200;0,507;27,12;3,11;0,26;790,80
683,300;0,354;27,11;3,10;0,13;790,92
683,400;0,367;27,11;3,10;0,13;791,06
683,500;0,409;27,11;3,10;0,17;791,23
683,600;0,322;27,13;3,12;0,10;791,33
683,700;0,392;27,12;3,11;0,15;791,48
683,800;0,263;27,13;3,12;0,07;791,55
683,900;0,473;27,13;3,12;0,22;791,78
684,000;0,350;27,12;3,11;0,12;791,90
684,100;0,353;27,11;3,10;0,12;792,02
684,200;0,296;27,11;3,10;0,09;792,11
684,300;0,533;27,12;3,11;0,28;792,40
684,400;0,158;27,11;3,10;0,03;792,42
684,500;0,417;27,12;3,11;0,17;792,59
684,600;0,199;27,12;3,11;0,04;792,63
684,700;0,432;27,12;3,11;0,19;792,82
684,800;0,358;27,12;3,11;0,13;792,95
684,900;0,372;27,12;3,11;0,14;793,09
685,000;0,280;27,12;3,11;0,08;793,17
685,100;0,504;27,14;3,13;0,25;793,42
685,200;0,404;27,12;3,11;0,16;793,58
685,300;0,421;27,12;3,11;0,18;793,76
685,400;0,397;27,14;3,13;0,16;793,92
685,500;0,410;27,12;3,11;0,17;794,09
685,600;0,381;27,12;3,11;0,15;794,23
685,700;0,311;27,12;3,11;0,10;794,33
685,800;0,451;27,14;3,13;0,20;794,53
685,900;0,310;27,14;3,13;0,10;794,63
686,000;0,404;27,11;3,10;0,16;794,79
686,100;0,243;27,12;3,11;0,06;794,85
686,200;0,147;27,12;3,11;0,02;794,87
686,300;0,053;27,12;3,11;0,00;794,87
686,400;0,158;27,13;3,12;0,03;794,90
686,500;0,326;27,13;3,12;0,11;795,01
686,600;0,352;27,12;3,11;0,12;795,13
686,700;0,328;27,13;3,12;0,11;795,24
686,800;0,369;27,13;3,12;0,14;795,37
686,900;0,502;27,13;3,12;0,25;795,63
687,000;0,378;27,12;3,11;0,14;795,77
687,100;0,330;27,12;3,11;0,11;795,88
687,200;0,507;27,12;3,11;0,26;796,13
687,300;0,280;27,13;3,12;0,08;796,21
687,400;0,373;27,12;3,11;0,14;796,35
687,500;0,288;27,13;3,12;0,08;796,44
687,600;0,507;27,14;3,13;0,26;796,69
687,700;0,285;27,14;3,13;0,08;796,77
687,800;0,403;27,14;3,13;0,16;796,94
687,900;0,307;27,13;3,12;0,09;797,03
688,000;0,482;27,13;3,12;0,23;797,26
688,100;0,312;27,15;3,14;0,10;797,36
688,200;0,448;27,13;3,12;0,20;797,56
688,300;0,441;27,14;3,13;0,19;797,75
688,400;0,333;27,13;3,12;0,11;797,86
688,500;0,311;27,14;3,13;0,10;797,96
688,600;0,357;27,12;3,11;0,13;798,09
688,700;0,438;27,13;3,12;0,19;798,28
688,800;0,389;27,13;3,12;0,15;798,43
688,900;0,305;27,14;3,13;0,09;798,52
689,000;0,277;27,13;3,12;0,08;798,60
689,100;0,485;27,14;3,13;0,24;798,84
689,200;0,318;27,11;3,10;0,10;798,94
689,300;0,396;27,14;3,13;0,16;799,09
689,400;0,289;27,13;3,12;0,08;799,18
689,500;0,481;27,14;3,13;0,23;799,41
689,600;0,242;27,15;3,14;0,06;799,47
689,700;0,408;27,13;3,12;0,17;799,63
689,800;0,315;27,14;3,13;0,10;799,73
689,900;0,480;27,14;3,13;0,23;799,96
690,000;0,248;27,15;3,14;0,06;800,02
690,100;0,432;27,13;3,12;0,19;800,21
690,200;0,392;27,13;3,12;0,15;800,37
690,300;0,499;27,15;3,14;0,25;800,61
690,400;0,181;27,15;3,14;0,03;800,65
690,500;0,404;27,13;3,12;0,16;800,81
690,600;0,354;27,14;3,13;0,13;800,94
690,700;0,495;27,15;3,14;0,24;801,18
690,800;0,314;27,13;3,12;0,10;801,28
690,900;0,346;27,14;3,13;0,12;801,40
691,000;0,382;27,14;3,13;0,15;801,55
691,100;0,420;27,14;3,13;0,18;801,72
691,200;0,303;27,14;3,13;0,09;801,81
691,300;0,336;27,15;3,14;0,11;801,93
691,400;0,482;27,14;3,13;0,23;802,16
691,500;0,387;27,15;3,14;0,15;802,31
691,600;0,318;27,14;3,13;0,10;802,41
691,700;0,242;27,14;3,13;0,06;802,47
691,800;0,399;27,14;3,13;0,16;802,63
691,900;0,367;27,14;3,13;0,13;802,76
692,000;0,358;27,14;3,13;0,13;802,89
692,100;0,288;27,16;3,15;0,08;802,97
692,200;0,417;27,14;3,13;0,17;803,15
692,300;0,378;27,14;3,13;0,14;803,29
692,400;0,340;27,15;3,14;0,12;803,41
692,500;0,261;27,14;3,13;0,07;803,47
692,600;0,446;27,15;3,14;0,20;803,67
692,700;0,342;27,16;3,15;0,12;803,79
692,800;0,256;27,16;3,15;0,07;803,86
692,900;0,393;27,14;3,13;0,15;804,01
693,000;0,458;27,16;3,15;0,21;804,22
693,100;0,345;27,16;3,15;0,12;804,34
693,200;0,278;27,16;3,15;0,08;804,42
693,300;0,316;27,15;3,14;0,10;804,52
693,400;0,410;27,16;3,15;0,17;804,68
693,500;0,434;27,16;3,15;0,19;804,87
693,600;0,277;27,17;3,16;0,08;804,95
693,700;0,309;27,15;3,14;0,10;805,04
693,800;0,407;27,14;3,13;0,17;805,21
693,900;0,415;27,15;3,14;0,17;805,38
694,000;0,239;27,15;3,14;0,06;805,44
694,100;0,331;27,15;3,14;0,11;805,55
694,200;0,346;27,17;3,16;0,12;805,67
694,300;0,456;27,17;3,16;0,21;805,88
694,400;0,239;27,16;3,15;0,06;805,93
694,500;0,377;27,16;3,15;0,14;806,08
694,600;0,354;27,16;3,15;0,13;806,20
694,700;0,439;27,15;3,14;0,19;806,39
694,800;0,237;27,15;3,14;0,06;806,45
694,900;0,350;27,19;3,17;0,12;806,57
695,000;0,311;27,16;3,15;0,10;806,67
695,100;0,458;27,17;3,16;0,21;806,88
695,200;0,116;27,16;3,15;0,01;806,89
695,300;0,346;27,17;3,16;0,12;807,01
695,400;0,268;27,15;3,14;0,07;807,08
695,500;0,026;27,17;3,16;6,61E-4;807,08
695,600;0,298;27,19;3,17;0,09;807,17
695,700;0,437;27,16;3,15;0,19;807,36
695,800;0,311;27,16;3,15;0,10;807,46
695,900;0,411;27,16;3,15;0,17;807,63
696,000;0,412;27,15;3,14;0,17;807,80
696,100;0,443;27,19;3,17;0,20;808,00
696,200;0,287;27,17;3,16;0,08;808,08
696,300;0,334;27,16;3,15;0,11;808,19
696,400;0,401;27,16;3,15;0,16;808,35
696,500;0,375;27,17;3,16;0,14;808,49
696,600;0,286;27,16;3,15;0,08;808,57
696,700;0,404;27,16;3,15;0,16;808,74
696,800;0,357;27,16;3,15;0,13;808,86
696,900;0,374;27,17;3,16;0,14;809,00
697,000;0,186;27,16;3,15;0,03;809,04
697,100;0,360;27,17;3,16;0,13;809,17
697,200;0,281;27,17;3,16;0,08;809,25
697,300;0,374;27,17;3,16;0,14;809,39
697,400;0,302;27,17;3,16;0,09;809,48
697,500;0,366;27,16;3,15;0,13;809,61
697,600;0,309;27,17;3,16;0,10;809,71
697,700;0,471;27,20;3,19;0,22;809,93
697,800;0,283;27,17;3,16;0,08;810,01
697,900;0,442;27,19;3,17;0,20;810,20
698,000;0,221;27,19;3,17;0,05;810,25
698,100;0,373;27,19;3,17;0,14;810,39
698,200;0,312;27,20;3,19;0,10;810,49
698,300;0,461;27,19;3,17;0,21;810,70
698,400;0,227;27,17;3,16;0,05;810,75
698,500;0,419;27,17;3,16;0,18;810,93
698,600;0,266;27,20;3,19;0,07;811,00
698,700;0,388;27,20;3,19;0,15;811,15
698,800;0,323;27,17;3,16;0,10;811,25
698,900;0,425;27,20;3,19;0,18;811,43
699,000;0,346;27,19;3,17;0,12;811,55
699,100;0,359;27,20;3,19;0,13;811,68
699,200;0,360;27,20;3,19;0,13;811,81
699,300;0,410;27,19;3,17;0,17;811,98
699,400;0,317;27,16;3,15;0,10;812,08
699,500;0,297;27,17;3,16;0,09;812,17
699,600;0,378;27,19;3,17;0,14;812,31
699,700;0,375;27,20;3,19;0,14;812,45
699,800;0,392;27,22;3,21;0,15;812,61
699,900;0,274;27,16;3,15;0,08;812,68
700,000;0,425;27,16;3,15;0,18;812,86
700,100;0,325;27,19;3,17;0,11;812,97
700,200;0,395;27,20;3,19;0,16;813,12
700,300;0,207;27,19;3,17;0,04;813,17
700,400;0,426;27,19;3,17;0,18;813,35
700,500;0,241;27,19;3,17;0,06;813,41
700,600;0,440;27,17;3,16;0,19;813,60
700,700;0,185;27,20;3,19;0,03;813,63
700,800;0,382;27,20;3,19;0,15;813,78
700,900;0,321;27,19;3,17;0,10;813,88
701,000;0,390;27,19;3,17;0,15;814,04
701,100;0,288;27,20;3,19;0,08;814,12
701,200;0,440;27,22;3,21;0,19;814,31
701,300;0,265;27,19;3,17;0,07;814,38
701,400;0,374;27,20;3,19;0,14;814,52
701,500;0,339;27,22;3,21;0,12;814,64
701,600;0,344;27,20;3,19;0,12;814,76
701,700;0,372;27,17;3,16;0,14;814,89
701,800;0,454;27,19;3,17;0,21;815,10
701,900;0,389;27,20;3,19;0,15;815,25
702,000;0,308;27,19;3,17;0,09;815,35
702,100;0,242;27,21;3,20;0,06;815,41
702,200;0,287;27,20;3,19;0,08;815,49
702,300;0,443;27,22;3,21;0,20;815,68
702,400;0,219;27,21;3,20;0,05;815,73
702,500;0,423;27,21;3,20;0,18;815,91
702,600;0,211;27,20;3,19;0,04;815,96
702,700;0,390;27,21;3,20;0,15;816,11
702,800;0,373;27,20;3,19;0,14;816,25
702,900;0,369;27,20;3,19;0,14;816,38
703,000;0,314;27,20;3,19;0,10;816,48
703,100;0,427;27,22;3,21;0,18;816,66
703,200;0,318;27,21;3,20;0,10;816,76
703,300;0,305;27,21;3,20;0,09;816,86
703,400;0,359;27,20;3,19;0,13;816,99
703,500;0,404;27,20;3,19;0,16;817,15
703,600;0,353;27,21;3,20;0,12;817,27
703,700;0,272;27,22;3,21;0,07;817,35
703,800;0,379;27,22;3,21;0,14;817,49
703,900;0,402;27,21;3,20;0,16;817,65
704,000;0,364;27,20;3,19;0,13;817,79
704,100;0,232;27,20;3,19;0,05;817,84
704,200;0,423;27,20;3,19;0,18;818,02
704,300;0,382;27,23;3,22;0,15;818,16
704,400;0,413;27,21;3,20;0,17;818,34
704,500;0,309;27,22;3,21;0,10;818,43
704,600;0,384;27,20;3,19;0,15;818,58
704,700;0,383;27,21;3,20;0,15;818,73
704,800;0,356;27,22;3,21;0,13;818,85
704,900;0,237;27,22;3,21;0,06;818,91
705,000;0,443;27,23;3,22;0,20;819,11
705,100;0,302;27,23;3,22;0,09;819,20
705,200;0,454;27,22;3,21;0,21;819,40
705,300;0,268;27,22;3,21;0,07;819,47
705,400;0,267;27,23;3,22;0,07;819,54
705,500;0,243;27,22;3,21;0,06;819,60
705,600;0,416;27,22;3,21;0,17;819,78
705,700;0,386;27,20;3,19;0,15;819,93
705,800;0,335;27,23;3,22;0,11;820,04
705,900;0,280;27,23;3,22;0,08;820,12
706,000;0,451;27,24;3,23;0,20;820,32
706,100;0,373;27,23;3,22;0,14;820,46
706,200;0,327;27,24;3,23;0,11;820,57
706,300;0,305;27,24;3,23;0,09;820,66
706,400;0,408;27,23;3,22;0,17;820,83
706,500;0,365;27,22;3,21;0,13;820,96
706,600;0,374;27,22;3,21;0,14;821,10
706,700;0,292;27,23;3,22;0,09;821,18
706,800;0,402;27,23;3,22;0,16;821,35
706,900;0,351;27,22;3,21;0,12;821,47
707,000;0,406;27,23;3,22;0,16;821,63
707,100;0,314;27,23;3,22;0,10;821,73
707,200;0,372;27,22;3,21;0,14;821,87
707,300;0,296;27,23;3,22;0,09;821,96
707,400;0,469;27,21;3,20;0,22;822,18
707,500;0,316;27,21;3,20;0,10;822,28
707,600;0,332;27,24;3,23;0,11;822,39
707,700;0,337;27,23;3,22;0,11;822,50
707,800;0,416;27,24;3,23;0,17;822,67
707,900;0,198;27,24;3,23;0,04;822,71
708,000;0,391;27,22;3,21;0,15;822,87
708,100;0,354;27,24;3,23;0,13;822,99
708,200;0,429;27,24;3,23;0,18;823,18
708,300;0,288;27,23;3,22;0,08;823,26
708,400;0,392;27,23;3,22;0,15;823,41
708,500;0,303;27,24;3,23;0,09;823,50
708,600;0,435;27,23;3,22;0,19;823,69
708,700;0,334;27,24;3,23;0,11;823,81
708,800;0,388;27,23;3,22;0,15;823,96
708,900;0,289;27,25;3,24;0,08;824,04
709,000;0,398;27,22;3,21;0,16;824,20
709,100;0,390;27,23;3,22;0,15;824,35
709,200;0,374;27,24;3,23;0,14;824,49
709,300;0,310;27,24;3,23;0,10;824,59
709,400;0,403;27,24;3,23;0,16;824,75
709,500;0,417;27,25;3,24;0,17;824,92
709,600;0,371;27,25;3,24;0,14;825,06
709,700;0,258;27,23;3,22;0,07;825,13
709,800;0,357;27,24;3,23;0,13;825,25
709,900;0,455;27,24;3,23;0,21;825,46
710,000;0,365;27,24;3,23;0,13;825,59
710,100;0,259;27,25;3,24;0,07;825,66
710,200;0,445;27,23;3,22;0,20;825,86
710,300;0,371;27,24;3,23;0,14;826,00
710,400;0,307;27,23;3,22;0,09;826,09
710,500;0,298;27,26;3,25;0,09;826,18
710,600;0,357;27,23;3,22;0,13;826,31
710,700;0,394;27,25;3,24;0,16;826,46
710,800;0,287;27,25;3,24;0,08;826,55
710,900;0,345;27,25;3,24;0,12;826,67
711,000;0,319;27,25;3,24;0,10;826,77
711,100;0,490;27,25;3,24;0,24;827,01
711,200;0,246;27,24;3,23;0,06;827,07
711,300;0,323;27,26;3,25;0,10;827,17
711,400;0,342;27,23;3,22;0,12;827,29
711,500;0,484;27,25;3,24;0,23;827,52
711,600;0,259;27,26;3,25;0,07;827,59
711,700;0,309;27,26;3,25;0,10;827,68
711,800;0,275;27,26;3,25;0,08;827,76
711,900;0,480;27,25;3,24;0,23;827,99
712,000;0,207;27,25;3,24;0,04;828,03
712,100;0,321;27,26;3,25;0,10;828,14
712,200;0,307;27,25;3,24;0,09;828,23
712,300;0,448;27,25;3,24;0,20;828,43
712,400;0,299;27,23;3,22;0,09;828,52
712,500;0,340;27,25;3,24;0,12;828,64
712,600;0,272;27,23;3,22;0,07;828,71
712,700;0,417;27,27;3,26;0,17;828,88
712,800;0,353;27,24;3,23;0,12;829,01
712,900;0,357;27,26;3,25;0,13;829,14
713,000;0,243;27,26;3,25;0,06;829,20
713,100;0,400;27,26;3,25;0,16;829,36
713,200;0,413;27,26;3,25;0,17;829,53
713,300;0,286;27,25;3,24;0,08;829,61
713,400;0,282;27,26;3,25;0,08;829,69
713,500;0,321;27,26;3,25;0,10;829,79
713,600;0,514;27,25;3,24;0,26;830,05
713,700;0,268;27,26;3,25;0,07;830,13
713,800;0,308;27,26;3,25;0,09;830,22
713,900;0,330;27,26;3,25;0,11;830,33
714,000;0,472;27,26;3,25;0,22;830,55
714,100;0,262;27,25;3,24;0,07;830,62
714,200;0,326;27,28;3,27;0,11;830,73
714,300;0,322;27,26;3,25;0,10;830,83
714,400;0,448;27,26;3,25;0,20;831,03
714,500;0,256;27,26;3,25;0,07;831,10
714,600;0,336;27,26;3,25;0,11;831,21
714,700;0,337;27,24;3,23;0,11;831,33
714,800;0,471;27,28;3,27;0,22;831,55
714,900;0,250;27,27;3,26;0,06;831,61
715,000;0,302;27,27;3,26;0,09;831,70
715,100;0,242;27,26;3,25;0,06;831,76
715,200;0,429;27,26;3,25;0,18;831,94
715,300;0,340;27,27;3,26;0,12;832,06
715,400;0,336;27,26;3,25;0,11;832,17
715,500;0,276;27,26;3,25;0,08;832,25
715,600;0,420;27,27;3,26;0,18;832,42
715,700;0,421;27,25;3,24;0,18;832,60
715,800;0,334;27,26;3,25;0,11;832,71
715,900;0,253;27,26;3,25;0,06;832,78
716,000;0,393;27,27;3,26;0,15;832,93
716,100;0,460;27,27;3,26;0,21;833,14
716,200;0,287;27,27;3,26;0,08;833,23
716,300;0,278;27,26;3,25;0,08;833,30
716,400;0,374;27,27;3,26;0,14;833,44
716,500;0,470;27,26;3,25;0,22;833,66
716,600;0,297;27,25;3,24;0,09;833,75
716,700;0,271;27,26;3,25;0,07;833,83
716,800;0,338;27,28;3,27;0,11;833,94
716,900;0,488;27,28;3,27;0,24;834,18
717,000;0,281;27,26;3,25;0,08;834,26
717,100;0,242;27,25;3,24;0,06;834,32
717,200;0,278;27,28;3,27;0,08;834,39
717,300;0,489;27,29;3,28;0,24;834,63
717,400;0,261;27,27;3,26;0,07;834,70
717,500;0,288;27,27;3,26;0,08;834,78
717,600;0,215;27,27;3,26;0,05;834,83
717,700;0,353;27,27;3,26;0,12;834,96
717,800;0,439;27,28;3,27;0,19;835,15
717,900;0,216;27,27;3,26;0,05;835,19
718,000;0,240;27,28;3,27;0,06;835,25
718,100;0,204;27,28;3,27;0,04;835,29
718,200;0,310;27,28;3,27;0,10;835,39
718,300;0,392;27,28;3,27;0,15;835,54
718,400;0,133;27,27;3,26;0,02;835,56
718,500;0,322;27,27;3,26;0,10;835,67
718,600;0,367;27,28;3,27;0,13;835,80
718,700;0,434;27,28;3,27;0,19;835,99
718,800;0,363;27,30;3,29;0,13;836,12
718,900;0,359;27,28;3,27;0,13;836,25
719,000;0,323;27,28;3,27;0,10;836,35
719,100;0,435;27,28;3,27;0,19;836,54
719,200;0,342;27,29;3,28;0,12;836,66
719,300;0,393;27,28;3,27;0,15;836,81
719,400;0,377;27,28;3,27;0,14;836,96
719,500;0,443;27,28;3,27;0,20;837,15
719,600;0,294;27,27;3,26;0,09;837,24
719,700;0,421;27,29;3,28;0,18;837,42
719,800;0,375;27,30;3,29;0,14;837,56
719,900;0,421;27,27;3,26;0,18;837,73
720,000;0,246;27,28;3,27;0,06;837,79
720,100;0,426;27,28;3,27;0,18;837,98
720,200;0,341;27,28;3,27;0,12;838,09
720,300;0,440;27,30;3,29;0,19;838,29
720,400;0,294;27,28;3,27;0,09;838,37
720,500;0,386;27,29;3,28;0,15;838,52
720,600;0,291;27,28;3,27;0,08;838,60
720,700;0,351;27,28;3,27;0,12;838,73
720,800;0,268;27,29;3,28;0,07;838,80
720,900;0,333;27,30;3,29;0,11;838,91
721,000;0,325;27,28;3,27;0,11;839,02
721,100;0,439;27,29;3,28;0,19;839,21
721,200;0,340;27,30;3,29;0,12;839,32
721,300;0,317;27,28;3,27;0,10;839,43
721,400;0,399;27,29;3,28;0,16;839,58
721,500;0,446;27,29;3,28;0,20;839,78
721,600;0,229;27,30;3,29;0,05;839,84
721,700;0,371;27,29;3,28;0,14;839,97
721,800;0,401;27,28;3,27;0,16;840,13
721,900;0,430;27,30;3,29;0,18;840,32
722,000;0,343;27,31;3,30;0,12;840,44
722,100;0,324;27,31;3,30;0,11;840,54
