"Time (s) Run #1";"Current (A) Run #1";"Temperature (°C) Run #1";"ΔT (°C) Run #1";"ΔE₁ (J) Run #1";"ΔE (J) Run #1"
611,000;0,226;26,80;2,79;0,05;704,84
611,100;0,345;26,80;2,79;0,12;704,96
611,200;0,472;26,81;2,80;0,22;705,18
611,300;0,468;26,80;2,79;0,22;705,40
611,400;0,221;26,79;2,78;0,05;705,45
611,500;0,417;26,80;2,79;0,17;705,63
611,600;0,492;26,80;2,79;0,24;705,87
611,700;0,387;26,80;2,79;0,15;706,02
611,800;0,170;26,82;2,81;0,03;706,05
611,900;0,394;26,82;2,81;0,16;706,20
612,000;0,323;26,82;2,81;0,10;706,31
612,100;0,379;26,81;2,80;0,14;706,45
612,200;0,192;26,79;2,78;0,04;706,49
612,300;-1,256E-4;26,82;2,81;1,58E-8;706,49
612,400;-9,421E-5;26,81;2,80;8,88E-9;706,49
612,500;-9,421E-5;26,81;2,80;8,88E-9;706,49
612,600;-1,570E-4;26,79;2,78;2,47E-8;706,49
612,700;-6,281E-5;26,81;2,80;3,94E-9;706,49
612,800;-0,004;26,83;2,82;1,69E-5;706,49
612,900;-3,454E-4;26,83;2,82;1,19E-7;706,49
613,000;-0,038;26,79;2,78;0,00;706,49
613,100;-0,031;26,81;2,80;9,45E-4;706,49
613,200;-0,011;26,81;2,80;1,31E-4;706,49
613,300;-3,140E-5;26,80;2,79;9,86E-10;706,49
613,400;-6,281E-5;26,81;2,80;3,94E-9;706,49
613,500;-1,570E-4;26,82;2,81;2,47E-8;706,49
613,600;-3,140E-5;26,82;2,81;9,86E-10;706,49
613,700;-9,421E-5;26,82;2,81;8,88E-9;706,49
613,800;-6,281E-5;26,80;2,79;3,94E-9;706,49
613,900;0,000;26,81;2,80;0,00;706,49
614,000;-3,140E-5;26,82;2,81;9,86E-10;706,49
614,100;-1,570E-4;26,82;2,81;2,47E-8;706,49
614,200;-1,256E-4;26,81;2,80;1,58E-8;706,49
614,300;-6,281E-5;26,81;2,80;3,94E-9;706,49
614,400;-1,256E-4;26,81;2,80;1,58E-8;706,49
614,500;-9,421E-5;26,81;2,80;8,88E-9;706,49
614,600;-6,281E-5;26,83;2,82;3,94E-9;706,49
614,700;-9,421E-5;26,83;2,82;8,88E-9;706,49
614,800;-1,256E-4;26,81;2,80;1,58E-8;706,49
614,900;-9,421E-5;26,82;2,81;8,88E-9;706,49
615,000;-9,421E-5;26,81;2,80;8,88E-9;706,49
615,100;-3,140E-5;26,83;2,82;9,86E-10;706,49
615,200;-6,281E-5;26,83;2,82;3,94E-9;706,49
615,300;-1,256E-4;26,83;2,82;1,58E-8;706,49
615,400;-9,421E-5;26,82;2,81;8,88E-9;706,49
615,500;-9,421E-5;26,83;2,82;8,88E-9;706,49
615,600;-9,421E-5;26,81;2,80;8,88E-9;706,49
615,700;-6,281E-5;26,83;2,82;3,94E-9;706,49
615,800;-9,421E-5;26,81;2,80;8,88E-9;706,49
615,900;-1,256E-4;26,82;2,81;1,58E-8;706,49
616,000;-1,256E-4;26,82;2,81;1,58E-8;706,49
616,100;-1,256E-4;26,82;2,81;1,58E-8;706,49
616,200;-9,421E-5;26,81;2,80;8,88E-9;706,49
616,300;-6,281E-5;26,83;2,82;3,94E-9;706,49
616,400;-3,140E-5;26,83;2,82;9,86E-10;706,49
616,500;-1,570E-4;26,82;2,81;2,47E-8;706,49
616,600;-9,421E-5;26,82;2,81;8,88E-9;706,49
616,700;-6,281E-5;26,84;2,83;3,94E-9;706,49
616,800;-9,421E-5;26,82;2,81;8,88E-9;706,49
616,900;-6,281E-5;26,83;2,82;3,94E-9;706,49
617,000;-3,140E-5;26,83;2,82;9,86E-10;706,49
617,100;-9,421E-5;26,84;2,83;8,88E-9;706,49
617,200;-6,281E-5;26,82;2,81;3,94E-9;706,49
617,300;-3,140E-5;26,81;2,80;9,86E-10;706,49
617,400;-1,256E-4;26,84;2,83;1,58E-8;706,49
617,500;-6,281E-5;26,83;2,82;3,94E-9;706,49
617,600;-3,140E-5;26,83;2,82;9,86E-10;706,49
617,700;-6,281E-5;26,82;2,81;3,94E-9;706,49
617,800;-9,421E-5;26,85;2,84;8,88E-9;706,49
617,900;-6,281E-5;26,83;2,82;3,94E-9;706,49
618,000;-1,256E-4;26,85;2,84;1,58E-8;706,49
618,100;-3,140E-5;26,81;2,80;9,86E-10;706,49
618,200;-6,281E-5;26,84;2,83;3,94E-9;706,49
618,300;-6,281E-5;26,83;2,82;3,94E-9;706,49
618,400;-9,421E-5;26,83;2,82;8,88E-9;706,49
618,500;-3,140E-5;26,85;2,84;9,86E-10;706,49
618,600;-3,140E-5;26,85;2,84;9,86E-10;706,49
618,700;-3,140E-5;26,83;2,82;9,86E-10;706,49
618,800;-6,281E-5;26,84;2,83;3,94E-9;706,49
618,900;-1,256E-4;26,83;2,82;1,58E-8;706,49
619,000;-1,256E-4;26,83;2,82;1,58E-8;706,49
619,100;-9,421E-5;26,83;2,82;8,88E-9;706,49
619,200;-1,256E-4;26,83;2,82;1,58E-8;706,49
619,300;-6,281E-5;26,84;2,83;3,94E-9;706,49
619,400;-6,281E-5;26,86;2,85;3,94E-9;706,49
619,500;-6,281E-5;26,85;2,84;3,94E-9;706,49
619,600;-6,281E-5;26,83;2,82;3,94E-9;706,49
619,700;-6,281E-5;26,85;2,84;3,94E-9;706,49
619,800;-1,256E-4;26,85;2,84;1,58E-8;706,49
619,900;-6,281E-5;26,82;2,81;3,94E-9;706,49
620,000;-3,140E-5;26,83;2,82;9,86E-10;706,49
620,100;-1,256E-4;26,85;2,84;1,58E-8;706,49
620,200;3,140E-5;26,83;2,82;9,86E-10;706,49
620,300;0,000;26,83;2,82;0,00;706,49
620,400;-9,421E-5;26,85;2,84;8,88E-9;706,49
620,500;6,281E-5;26,83;2,82;3,94E-9;706,49
620,600;3,140E-5;26,86;2,85;9,86E-10;706,49
620,700;3,140E-5;26,86;2,85;9,86E-10;706,49
620,800;-6,281E-5;26,86;2,85;3,94E-9;706,49
620,900;-9,421E-5;26,83;2,82;8,88E-9;706,49
621,000;-9,421E-5;26,86;2,85;8,88E-9;706,49
621,100;-3,140E-5;26,85;2,84;9,86E-10;706,49
621,200;0,000;26,85;2,84;0,00;706,49
621,300;-9,421E-5;26,86;2,85;8,88E-9;706,49
621,400;-3,140E-5;26,86;2,85;9,86E-10;706,49
621,500;-3,140E-5;26,85;2,84;9,86E-10;706,49
621,600;-9,421E-5;26,86;2,85;8,88E-9;706,49
621,700;-6,281E-5;26,86;2,85;3,94E-9;706,49
621,800;-3,140E-5;26,86;2,85;9,86E-10;706,49
621,900;-1,256E-4;26,84;2,83;1,58E-8;706,49
622,000;-9,421E-5;26,84;2,83;8,88E-9;706,49
622,100;-9,421E-5;26,85;2,84;8,88E-9;706,49
622,200;-1,256E-4;26,86;2,85;1,58E-8;706,49
622,300;-3,140E-5;26,85;2,84;9,86E-10;706,49
622,400;-6,281E-5;26,86;2,85;3,94E-9;706,49
622,500;-6,281E-5;26,86;2,85;3,94E-9;706,49
622,600;-3,140E-5;26,85;2,84;9,86E-10;706,49
622,700;-6,281E-5;26,83;2,82;3,94E-9;706,49
622,800;-9,421E-5;26,84;2,83;8,88E-9;706,49
622,900;-9,421E-5;26,83;2,82;8,88E-9;706,49
623,000;-9,421E-5;26,86;2,85;8,88E-9;706,49
623,100;-6,281E-5;26,86;2,85;3,94E-9;706,49
623,200;-3,140E-5;26,85;2,84;9,86E-10;706,49
623,300;-6,281E-5;26,83;2,82;3,94E-9;706,49
623,400;-1,256E-4;26,86;2,85;1,58E-8;706,49
623,500;-3,140E-5;26,86;2,85;9,86E-10;706,49
623,600;-9,421E-5;26,85;2,84;8,88E-9;706,49
623,700;-6,281E-5;26,86;2,85;3,94E-9;706,49
623,800;-3,140E-5;26,84;2,83;9,86E-10;706,49
623,900;-6,281E-5;26,85;2,84;3,94E-9;706,49
624,000;-1,256E-4;26,86;2,85;1,58E-8;706,49
624,100;-3,140E-5;26,85;2,84;9,86E-10;706,49
624,200;-3,140E-5;26,84;2,83;9,86E-10;706,49
624,300;0,000;26,88;2,87;0,00;706,49
624,400;-9,421E-5;26,86;2,85;8,88E-9;706,49
624,500;-9,421E-5;26,87;2,86;8,88E-9;706,49
624,600;-9,421E-5;26,86;2,85;8,88E-9;706,49
624,700;0,000;26,86;2,85;0,00;706,49
624,800;-9,421E-5;26,86;2,85;8,88E-9;706,49
624,900;-3,140E-5;26,87;2,86;9,86E-10;706,49
625,000;-3,140E-5;26,86;2,85;9,86E-10;706,49
625,100;-3,140E-5;26,85;2,84;9,86E-10;706,49
625,200;-1,256E-4;26,86;2,85;1,58E-8;706,49
625,300;-9,421E-5;26,87;2,86;8,88E-9;706,49
625,400;-9,421E-5;26,87;2,86;8,88E-9;706,49
625,500;-9,421E-5;26,87;2,86;8,88E-9;706,49
625,600;-9,421E-5;26,87;2,86;8,88E-9;706,49
625,700;-9,421E-5;26,86;2,85;8,88E-9;706,49
625,800;-1,256E-4;26,85;2,84;1,58E-8;706,49
625,900;-9,421E-5;26,85;2,84;8,88E-9;706,49
626,000;-6,281E-5;26,87;2,86;3,94E-9;706,49
626,100;-1,256E-4;26,86;2,85;1,58E-8;706,49
626,200;-3,140E-5;26,87;2,86;9,86E-10;706,49
626,300;-6,281E-5;26,87;2,86;3,94E-9;706,49
626,400;-9,421E-5;26,87;2,86;8,88E-9;706,49
626,500;-3,140E-5;26,86;2,85;9,86E-10;706,49
626,600;-1,256E-4;26,88;2,87;1,58E-8;706,49
626,700;-1,256E-4;26,85;2,84;1,58E-8;706,49
626,800;-9,421E-5;26,86;2,85;8,88E-9;706,49
626,900;-6,281E-5;26,88;2,87;3,94E-9;706,49
627,000;-1,256E-4;26,87;2,86;1,58E-8;706,49
627,100;-9,421E-5;26,87;2,86;8,88E-9;706,49
627,200;-3,140E-5;26,86;2,85;9,86E-10;706,49
627,300;-6,281E-5;26,88;2,87;3,94E-9;706,49
627,400;-3,140E-5;26,86;2,85;9,86E-10;706,49
627,500;0,000;26,90;2,89;0,00;706,49
627,600;-9,421E-5;26,90;2,89;8,88E-9;706,49
627,700;-6,281E-5;26,86;2,85;3,94E-9;706,49
627,800;-3,140E-5;26,87;2,86;9,86E-10;706,49
627,900;-6,281E-5;26,87;2,86;3,94E-9;706,49
628,000;-6,281E-5;26,87;2,86;3,94E-9;706,49
628,100;-3,140E-5;26,87;2,86;9,86E-10;706,49
628,200;-3,140E-5;26,88;2,87;9,86E-10;706,49
628,300;-0,004;26,87;2,86;1,52E-5;706,49
628,400;3,140E-5;26,88;2,87;9,86E-10;706,49
628,500;0,164;26,86;2,85;0,03;706,52
628,600;0,356;26,87;2,86;0,13;706,64
628,700;0,459;26,90;2,89;0,21;706,85
628,800;0,459;26,90;2,89;0,21;707,06
628,900;0,193;26,88;2,87;0,04;707,10
629,000;0,383;26,90;2,89;0,15;707,25
629,100;0,536;26,86;2,85;0,29;707,54
629,200;0,354;26,87;2,86;0,13;707,66
629,300;0,366;26,90;2,89;0,13;707,79
629,400;0,509;26,88;2,87;0,26;708,05
629,500;0,444;26,90;2,89;0,20;708,25
629,600;0,218;26,88;2,87;0,05;708,30
629,700;0,467;26,90;2,89;0,22;708,52
629,800;0,544;26,88;2,87;0,30;708,81
629,900;0,332;26,87;2,86;0,11;708,92
630,000;0,406;26,90;2,89;0,16;709,09
630,100;0,532;26,88;2,87;0,28;709,37
630,200;0,404;26,91;2,90;0,16;709,53
630,300;0,334;26,88;2,87;0,11;709,65
630,400;0,511;26,91;2,90;0,26;709,91
630,500;0,464;26,87;2,86;0,22;710,12
630,600;0,238;26,90;2,89;0,06;710,18
630,700;0,489;26,88;2,87;0,24;710,42
630,800;0,538;26,87;2,86;0,29;710,71
630,900;0,293;26,86;2,85;0,09;710,79
631,000;0,392;26,90;2,89;0,15;710,95
631,100;0,511;26,90;2,89;0,26;711,21
631,200;0,458;26,90;2,89;0,21;711,42
631,300;0,301;26,87;2,86;0,09;711,51
631,400;0,478;26,88;2,87;0,23;711,74
631,500;0,492;26,90;2,89;0,24;711,98
631,600;0,253;26,90;2,89;0,06;712,04
631,700;0,436;26,88;2,87;0,19;712,23
631,800;0,570;26,90;2,89;0,32;712,56
631,900;0,319;26,90;2,89;0,10;712,66
632,000;0,376;26,88;2,87;0,14;712,80
632,100;0,547;26,90;2,89;0,30;713,10
632,200;0,424;26,90;2,89;0,18;713,28
632,300;0,286;26,88;2,87;0,08;713,36
632,400;0,469;26,90;2,89;0,22;713,58
632,500;0,503;26,91;2,90;0,25;713,83
632,600;0,264;26,90;2,89;0,07;713,90
632,700;0,425;26,90;2,89;0,18;714,08
632,800;0,564;26,90;2,89;0,32;714,40
632,900;0,352;26,90;2,89;0,12;714,53
633,000;0,361;26,91;2,90;0,13;714,66
633,100;0,523;26,91;2,90;0,27;714,93
633,200;0,449;26,91;2,90;0,20;715,13
633,300;0,284;26,88;2,87;0,08;715,21
633,400;0,490;26,91;2,90;0,24;715,45
633,500;0,497;26,91;2,90;0,25;715,70
633,600;0,268;26,90;2,89;0,07;715,77
633,700;0,365;26,90;2,89;0,13;715,90
633,800;0,547;26,88;2,87;0,30;716,20
633,900;0,403;26,91;2,90;0,16;716,37
634,000;0,325;26,90;2,89;0,11;716,47
634,100;0,518;26,92;2,91;0,27;716,74
634,200;0,439;26,90;2,89;0,19;716,93
634,300;0,257;26,90;2,89;0,07;717,00
634,400;0,470;26,90;2,89;0,22;717,22
634,500;0,531;26,93;2,92;0,28;717,50
634,600;0,300;26,90;2,89;0,09;717,59
634,700;0,382;26,92;2,91;0,15;717,74
634,800;0,567;26,92;2,91;0,32;718,06
634,900;0,393;26,90;2,89;0,15;718,21
635,000;0,336;26,90;2,89;0,11;718,32
635,100;0,531;26,91;2,90;0,28;718,61
635,200;0,409;26,91;2,90;0,17;718,77
635,300;0,291;26,90;2,89;0,08;718,86
635,400;0,401;26,91;2,90;0,16;719,02
635,500;0,560;26,92;2,91;0,31;719,33
635,600;0,319;26,92;2,91;0,10;719,43
635,700;0,375;26,91;2,90;0,14;719,58
635,800;0,543;26,91;2,90;0,30;719,87
635,900;0,407;26,91;2,90;0,17;720,04
636,000;0,355;26,91;2,90;0,13;720,16
636,100;0,502;26,91;2,90;0,25;720,41
636,200;0,461;26,91;2,90;0,21;720,63
636,300;0,281;26,91;2,90;0,08;720,71
636,400;0,439;26,90;2,89;0,19;720,90
636,500;0,534;26,93;2,92;0,29;721,18
636,600;0,326;26,92;2,91;0,11;721,29
636,700;0,363;26,93;2,92;0,13;721,42
636,800;0,541;26,93;2,92;0,29;721,71
636,900;0,441;26,90;2,89;0,19;721,91
637,000;0,302;26,92;2,91;0,09;722,00
637,100;0,484;26,94;2,93;0,23;722,24
637,200;0,463;26,92;2,91;0,21;722,45
637,300;0,270;26,92;2,91;0,07;722,52
637,400;0,446;26,92;2,91;0,20;722,72
637,500;0,531;26,93;2,92;0,28;723,00
637,600;0,340;26,92;2,91;0,12;723,12
637,700;0,359;26,91;2,90;0,13;723,25
637,800;0,502;26,92;2,91;0,25;723,50
637,900;0,445;26,92;2,91;0,20;723,70
638,000;0,291;26,93;2,92;0,08;723,78
638,100;0,438;26,93;2,92;0,19;723,97
638,200;0,504;26,91;2,90;0,25;724,23
638,300;0,309;26,94;2,93;0,10;724,32
638,400;0,353;26,91;2,90;0,12;724,45
638,500;0,517;26,93;2,92;0,27;724,71
638,600;0,435;26,94;2,93;0,19;724,90
638,700;0,279;26,94;2,93;0,08;724,98
638,800;0,379;26,92;2,91;0,14;725,12
638,900;0,525;26,93;2,92;0,28;725,40
639,000;0,292;26,92;2,91;0,09;725,49
639,100;0,326;26,92;2,91;0,11;725,59
639,200;0,490;26,92;2,91;0,24;725,83
639,300;0,440;26,92;2,91;0,19;726,03
639,400;0,309;26,91;2,90;0,10;726,12
639,500;0,362;26,92;2,91;0,13;726,25
639,600;0,537;26,92;2,91;0,29;726,54
639,700;0,388;26,92;2,91;0,15;726,69
639,800;0,314;26,93;2,92;0,10;726,79
639,900;0,474;26,94;2,93;0,22;727,01
640,000;0,443;26,94;2,93;0,20;727,21
640,100;0,283;26,92;2,91;0,08;727,29
640,200;0,398;26,93;2,92;0,16;727,45
640,300;0,520;26,95;2,94;0,27;727,72
640,400;0,364;26,92;2,91;0,13;727,85
640,500;0,311;26,94;2,93;0,10;727,95
640,600;0,491;26,94;2,93;0,24;728,19
640,700;0,465;26,92;2,91;0,22;728,41
640,800;0,313;26,92;2,91;0,10;728,50
640,900;0,380;26,93;2,92;0,14;728,65
641,000;0,551;26,93;2,92;0,30;728,95
641,100;0,340;26,94;2,93;0,12;729,07
641,200;0,330;26,94;2,93;0,11;729,18
641,300;0,484;26,93;2,92;0,23;729,41
641,400;0,462;26,92;2,91;0,21;729,62
641,500;0,265;26,95;2,94;0,07;729,69
641,600;0,370;26,95;2,94;0,14;729,83
641,700;0,516;26,93;2,92;0,27;730,10
641,800;0,407;26,94;2,93;0,17;730,26
641,900;0,296;26,93;2,92;0,09;730,35
642,000;0,444;26,94;2,93;0,20;730,55
642,100;0,509;26,95;2,94;0,26;730,81
642,200;0,276;26,93;2,92;0,08;730,88
642,300;0,386;26,96;2,95;0,15;731,03
642,400;0,516;26,94;2,93;0,27;731,30
642,500;0,386;26,95;2,94;0,15;731,45
642,600;0,328;26,93;2,92;0,11;731,56
642,700;0,471;26,92;2,91;0,22;731,78
642,800;0,477;26,94;2,93;0,23;732,00
642,900;0,280;26,95;2,94;0,08;732,08
643,000;0,371;26,93;2,92;0,14;732,22
643,100;0,504;26,94;2,93;0,25;732,47
643,200;0,409;26,93;2,92;0,17;732,64
643,300;0,306;26,97;2,96;0,09;732,74
643,400;0,474;26,95;2,94;0,22;732,96
643,500;0,483;26,94;2,93;0,23;733,19
643,600;0,269;26,95;2,94;0,07;733,27
643,700;0,375;26,95;2,94;0,14;733,41
643,800;0,501;26,93;2,92;0,25;733,66
643,900;0,409;26,93;2,92;0,17;733,82
644,000;0,297;26,95;2,94;0,09;733,91
644,100;0,433;26,96;2,95;0,19;734,10
644,200;0,461;26,94;2,93;0,21;734,31
644,300;0,311;26,95;2,94;0,10;734,41
644,400;0,328;26,95;2,94;0,11;734,52
644,500;0,492;26,95;2,94;0,24;734,76
644,600;0,431;26,94;2,93;0,19;734,94
644,700;0,289;26,95;2,94;0,08;735,03
644,800;0,366;26,95;2,94;0,13;735,16
644,900;0,497;26,95;2,94;0,25;735,41
645,000;0,358;26,96;2,95;0,13;735,54
645,100;0,330;26,94;2,93;0,11;735,64
645,200;0,470;26,94;2,93;0,22;735,87
645,300;0,455;26,96;2,95;0,21;736,07
645,400;0,294;26,95;2,94;0,09;736,16
645,500;0,321;26,95;2,94;0,10;736,26
645,600;0,507;26,94;2,93;0,26;736,52
645,700;0,370;26,95;2,94;0,14;736,66
645,800;0,307;26,93;2,92;0,09;736,75
645,900;0,457;26,95;2,94;0,21;736,96
646,000;0,473;26,97;2,96;0,22;737,18
646,100;0,206;26,95;2,94;0,04;737,23
646,200;0,357;26,96;2,95;0,13;737,35
646,300;0,502;26,97;2,96;0,25;737,60
646,400;0,481;26,95;2,94;0,23;737,84
646,500;0,274;26,95;2,94;0,08;737,91
646,600;0,406;26,96;2,95;0,17;738,08
646,700;0,502;26,96;2,95;0,25;738,33
646,800;0,281;26,95;2,94;0,08;738,41
646,900;0,298;26,96;2,95;0,09;738,50
647,000;0,482;26,96;2,95;0,23;738,73
647,100;0,408;26,95;2,94;0,17;738,89
647,200;0,309;26,96;2,95;0,10;738,99
647,300;0,367;26,95;2,94;0,13;739,12
647,400;0,532;26,98;2,97;0,28;739,41
647,500;0,392;26,96;2,95;0,15;739,56
647,600;0,310;26,97;2,96;0,10;739,66
647,700;0,483;26,97;2,96;0,23;739,89
647,800;0,487;26,95;2,94;0,24;740,13
647,900;0,246;26,97;2,96;0,06;740,19
648,000;0,404;26,95;2,94;0,16;740,35
648,100;0,474;26,95;2,94;0,22;740,58
648,200;0,411;26,97;2,96;0,17;740,75
648,300;0,259;26,96;2,95;0,07;740,81
648,400;0,383;26,95;2,94;0,15;740,96
648,500;0,510;26,96;2,95;0,26;741,22
648,600;0,292;26,97;2,96;0,09;741,30
648,700;0,314;26,96;2,95;0,10;741,40
648,800;0,490;26,96;2,95;0,24;741,64
648,900;0,438;26,96;2,95;0,19;741,83
649,000;0,258;26,95;2,94;0,07;741,90
649,100;0,405;26,96;2,95;0,16;742,06
649,200;0,519;26,97;2,96;0,27;742,33
649,300;0,328;26,95;2,94;0,11;742,44
649,400;0,277;26,97;2,96;0,08;742,52
649,500;0,440;26,95;2,94;0,19;742,71
649,600;0,443;26,95;2,94;0,20;742,91
649,700;0,314;26,98;2,97;0,10;743,01
649,800;0,313;26,95;2,94;0,10;743,11
649,900;0,485;26,96;2,95;0,24;743,34
650,000;0,454;26,96;2,95;0,21;743,55
650,100;0,208;26,98;2,97;0,04;743,59
650,200;0,363;26,97;2,96;0,13;743,72
650,300;0,471;26,98;2,97;0,22;743,94
650,400;0,463;26,96;2,95;0,21;744,16
650,500;0,243;26,97;2,96;0,06;744,22
650,600;0,382;26,95;2,94;0,15;744,36
650,700;0,481;26,95;2,94;0,23;744,59
650,800;0,400;26,97;2,96;0,16;744,75
650,900;0,279;26,98;2,97;0,08;744,83
651,000;0,406;26,98;2,97;0,17;745,00
651,100;0,465;26,97;2,96;0,22;745,21
651,200;0,330;26,97;2,96;0,11;745,32
651,300;0,359;26,98;2,97;0,13;745,45
651,400;0,441;26,97;2,96;0,19;745,65
651,500;0,469;26,96;2,95;0,22;745,87
651,600;0,250;26,97;2,96;0,06;745,93
651,700;0,453;26,97;2,96;0,21;746,13
651,800;0,501;26,97;2,96;0,25;746,39
651,900;0,349;26,99;2,98;0,12;746,51
652,000;0,365;26,98;2,97;0,13;746,64
652,100;0,478;26,96;2,95;0,23;746,87
652,200;0,449;26,97;2,96;0,20;747,07
652,300;0,303;26,99;2,98;0,09;747,16
652,400;0,435;26,96;2,95;0,19;747,35
652,500;0,479;26,98;2,97;0,23;747,58
652,600;0,247;26,97;2,96;0,06;747,64
652,700;0,381;26,98;2,97;0,14;747,79
652,800;0,459;26,97;2,96;0,21;748,00
652,900;0,464;26,98;2,97;0,21;748,21
653,000;0,287;26,96;2,95;0,08;748,29
653,100;0,402;26,97;2,96;0,16;748,46
653,200;0,504;26,96;2,95;0,25;748,71
653,300;0,315;26,98;2,97;0,10;748,81
653,400;0,343;26,97;2,96;0,12;748,93
653,500;0,435;26,98;2,97;0,19;749,12
653,600;0,458;26,98;2,97;0,21;749,33
653,700;0,266;26,98;2,97;0,07;749,40
653,800;0,359;26,98;2,97;0,13;749,53
653,900;0,454;26,97;2,96;0,21;749,73
654,000;0,490;26,97;2,96;0,24;749,97
654,100;0,223;26,99;2,98;0,05;750,02
654,200;0,367;26,99;2,98;0,13;750,16
654,300;0,446;26,99;2,98;0,20;750,36
654,400;0,341;26,98;2,97;0,12;750,47
654,500;0,316;26,98;2,97;0,10;750,57
654,600;0,384;26,99;2,98;0,15;750,72
654,700;0,520;26,98;2,97;0,27;750,99
654,800;0,238;26,98;2,97;0,06;751,05
654,900;0,382;26,99;2,98;0,15;751,19
655,000;0,459;26,96;2,95;0,21;751,40
655,100;0,457;26,98;2,97;0,21;751,61
655,200;0,233;26,98;2,97;0,05;751,67
655,300;0,414;26,99;2,98;0,17;751,84
655,400;0,473;26,98;2,97;0,22;752,06
655,500;0,378;26,99;2,98;0,14;752,20
655,600;0,305;26,99;2,98;0,09;752,30
655,700;0,440;26,99;2,98;0,19;752,49
655,800;0,486;26,99;2,98;0,24;752,73
655,900;0,236;26,98;2,97;0,06;752,78
656,000;0,383;26,99;2,98;0,15;752,93
656,100;0,475;26,99;2,98;0,23;753,15
656,200;0,452;26,99;2,98;0,20;753,36
656,300;0,211;26,99;2,98;0,04;753,40
656,400;0,385;26,99;2,98;0,15;753,55
656,500;0,491;26,99;2,98;0,24;753,79
656,600;0,394;26,99;2,98;0,16;753,95
656,700;0,306;27,00;2,99;0,09;754,04
656,800;0,403;27,00;2,99;0,16;754,20
656,900;0,481;26,99;2,98;0,23;754,44
657,000;0,281;26,99;2,98;0,08;754,51
657,100;0,371;26,99;2,98;0,14;754,65
657,200;0,434;26,99;2,98;0,19;754,84
657,300;0,478;26,98;2,97;0,23;755,07
657,400;0,277;26,99;2,98;0,08;755,15
657,500;0,413;26,99;2,98;0,17;755,32
657,600;0,474;26,99;2,98;0,23;755,54
657,700;0,391;26,98;2,97;0,15;755,69
657,800;0,315;27,01;3,00;0,10;755,79
657,900;0,440;27,00;2,99;0,19;755,99
658,000;0,473;27,01;3,00;0,22;756,21
658,100;0,274;26,99;2,98;0,08;756,29
658,200;0,372;27,01;3,00;0,14;756,43
658,300;0,480;26,98;2,97;0,23;756,66
658,400;0,418;26,99;2,98;0,17;756,83
658,500;0,344;27,00;2,99;0,12;756,95
658,600;0,435;27,00;2,99;0,19;757,14
658,700;0,468;26,98;2,97;0,22;757,36
658,800;0,258;27,01;3,00;0,07;757,42
658,900;0,385;26,99;2,98;0,15;757,57
659,000;0,500;27,01;3,00;0,25;757,82
659,100;0,408;27,00;2,99;0,17;757,99
659,200;0,277;27,02;3,01;0,08;758,06
659,300;0,446;26,99;2,98;0,20;758,26
659,400;0,485;26,99;2,98;0,24;758,50
659,500;0,234;27,00;2,99;0,05;758,55
659,600;0,319;27,02;3,01;0,10;758,66
659,700;0,465;27,00;2,99;0,22;758,87
659,800;0,464;27,01;3,00;0,22;759,09
659,900;0,362;27,01;3,00;0,13;759,22
660,000;0,411;27,02;3,01;0,17;759,39
660,100;0,452;27,01;3,00;0,20;759,59
660,200;0,427;26,99;2,98;0,18;759,77
660,300;0,081;27,02;3,01;0,01;759,78
660,400;0,424;27,01;3,00;0,18;759,96
660,500;0,400;26,99;2,98;0,16;760,12
660,600;0,270;27,00;2,99;0,07;760,19
660,700;0,356;27,02;3,01;0,13;760,32
660,800;0,445;27,01;3,00;0,20;760,52
660,900;0,535;27,02;3,01;0,29;760,81
661,000;0,334;26,99;2,98;0,11;760,92
661,100;0,349;27,01;3,00;0,12;761,04
661,200;0,407;27,01;3,00;0,17;761,20
661,300;0,459;27,01;3,00;0,21;761,41
661,400;0,254;27,01;3,00;0,06;761,48
661,500;0,427;27,02;3,01;0,18;761,66
661,600;0,543;27,00;2,99;0,29;761,96
661,700;0,341;27,01;3,00;0,12;762,07
661,800;0,311;27,01;3,00;0,10;762,17
661,900;0,499;27,02;3,01;0,25;762,42
662,000;0,414;26,99;2,98;0,17;762,59
662,100;0,228;27,01;3,00;0,05;762,64
662,200;0,374;27,04;3,02;0,14;762,78
662,300;0,567;27,02;3,01;0,32;763,10
662,400;0,224;27,02;3,01;0,05;763,15
662,500;-0,108;27,01;3,00;0,01;763,17
662,600;-0,173;27,04;3,02;0,03;763,20
662,700;0,244;27,04;3,02;0,06;763,26
662,800;0,197;27,01;3,00;0,04;763,29
662,900;0,320;27,02;3,01;0,10;763,40
663,000;0,402;27,04;3,02;0,16;763,56
663,100;0,545;27,01;3,00;0,30;763,86
663,200;0,255;27,04;3,02;0,07;763,92
663,300;0,388;27,02;3,01;0,15;764,07
663,400;0,487;27,04;3,02;0,24;764,31
663,500;0,348;27,02;3,01;0,12;764,43
663,600;0,284;27,02;3,01;0,08;764,51
663,700;0,429;27,04;3,02;0,18;764,69
663,800;0,510;27,01;3,00;0,26;764,95
663,900;0,271;27,02;3,01;0,07;765,03
664,000;0,303;27,04;3,02;0,09;765,12
664,100;0,413;27,02;3,01;0,17;765,29
664,200;0,494;27,06;3,05;0,24;765,53
664,300;0,039;27,02;3,01;0,00;765,54
664,400;0,173;27,04;3,02;0,03;765,57
